A	B
0.2629	153.71854
0.263	153.99179
0.2631	154.2656
0.2632	154.53996
0.2633	154.8149
0.2634	155.09041
0.2635	155.3665
0.2636	155.64318
0.2637	155.92046
0.2638	156.19833
0.2639	156.47681
0.264	156.7559
0.2641	157.03561
0.2642	157.31595
0.2643	157.59691
0.2644	157.87852
0.2645	158.16076
0.2646	158.44366
0.2647	158.72721
0.2648	159.01143
0.2649	159.29631
0.265	159.58187
0.2651	159.86811
0.2652	160.15503
0.2653	160.44265
0.2654	160.73097
0.2655	161.01999
0.2656	161.30972
0.2657	161.60017
0.2658	161.89134
0.2659	162.18323
0.266	162.47587
0.2661	162.76924
0.2662	163.06335
0.2663	163.35822
0.2664	163.65384
0.2665	163.95023
0.2666	164.24738
0.2667	164.5453
0.2668	164.84401
0.2669	165.14349
0.267	165.44377
0.2671	165.74483
0.2672	166.0467
0.2673	166.34937
0.2674	166.65285
0.2675	166.95714
0.2676	167.26226
0.2677	167.56819
0.2678	167.87495
0.2679	168.18255
0.268	168.49098
0.2681	168.80025
0.2682	169.11037
0.2683	169.42134
0.2684	169.73317
0.2685	170.04585
0.2686	170.3594
0.2687	170.67381
0.2688	170.98909
0.2689	171.30525
0.269	171.62229
0.2691	171.9402
0.2692	172.25901
0.2693	172.5787
0.2694	172.89928
0.2695	173.22076
0.2696	173.54314
0.2697	173.86642
0.2698	174.1906
0.2699	174.51569
0.27	174.84169
0.2701	175.16861
0.2702	175.49644
0.2703	175.82519
0.2704	176.15486
0.2705	176.48545
0.2706	176.81697
0.2707	177.14942
0.2708	177.4828
0.2709	177.81711
0.271	178.15235
0.2711	178.48853
0.2712	178.82564
0.2713	179.1637
0.2714	179.50269
0.2715	179.84262
0.2716	180.1835
0.2717	180.52532
0.2718	180.86809
0.2719	181.2118
0.272	181.55646
0.2721	181.90207
0.2722	182.24862
0.2723	182.59612
0.2724	182.94458
0.2725	183.29398
0.2726	183.64433
0.2727	183.99563
0.2728	184.34788
0.2729	184.70108
0.273	185.05523
0.2731	185.41033
0.2732	185.76637
0.2733	186.12337
0.2734	186.48131
0.2735	186.8402
0.2736	187.20003
0.2737	187.56081
0.2738	187.92253
0.2739	188.28519
0.274	188.6488
0.2741	189.01334
0.2742	189.37882
0.2743	189.74524
0.2744	190.11259
0.2745	190.48087
0.2746	190.85008
0.2747	191.22022
0.2748	191.59128
0.2749	191.96327
0.275	192.33617
0.2751	192.70999
0.2752	193.08473
0.2753	193.46037
0.2754	193.83693
0.2755	194.21438
0.2756	194.59274
0.2757	194.972
0.2758	195.35214
0.2759	195.73318
0.276	196.1151
0.2761	196.4979
0.2762	196.88158
0.2763	197.26613
0.2764	197.65154
0.2765	198.03782
0.2766	198.42495
0.2767	198.81294
0.2768	199.20177
0.2769	199.59144
0.277	199.98194
0.2771	200.37327
0.2772	200.76542
0.2773	201.15839
0.2774	201.55217
0.2775	201.94675
0.2776	202.34213
0.2777	202.73829
0.2778	203.13524
0.2779	203.53295
0.278	203.93144
0.2781	204.33068
0.2782	204.73067
0.2783	205.1314
0.2784	205.53286
0.2785	205.93504
0.2786	206.33794
0.2787	206.74155
0.2788	207.14585
0.2789	207.55083
0.279	207.95649
0.2791	208.36282
0.2792	208.7698
0.2793	209.17742
0.2794	209.58568
0.2795	209.99456
0.2796	210.40405
0.2797	210.81414
0.2798	211.22482
0.2799	211.63607
0.28	212.04788
0.2801	212.46024
0.2802	212.87314
0.2803	213.28656
0.2804	213.70049
0.2805	214.11491
0.2806	214.52982
0.2807	214.94519
0.2808	215.36101
0.2809	215.77728
0.281	216.19396
0.2811	216.61105
0.2812	217.02852
0.2813	217.44638
0.2814	217.86459
0.2815	218.28314
0.2816	218.70201
0.2817	219.12119
0.2818	219.54066
0.2819	219.9604
0.282	220.38039
0.2821	220.80061
0.2822	221.22105
0.2823	221.64168
0.2824	222.06249
0.2825	222.48346
0.2826	222.90456
0.2827	223.32578
0.2828	223.74709
0.2829	224.16848
0.283	224.58992
0.2831	225.01138
0.2832	225.43286
0.2833	225.85432
0.2834	226.27575
0.2835	226.69712
0.2836	227.1184
0.2837	227.53958
0.2838	227.96063
0.2839	228.38152
0.284	228.80223
0.2841	229.22274
0.2842	229.64303
0.2843	230.06305
0.2844	230.4828
0.2845	230.90225
0.2846	231.32136
0.2847	231.74011
0.2848	232.15847
0.2849	232.57643
0.285	232.99394
0.2851	233.41099
0.2852	233.82754
0.2853	234.24357
0.2854	234.65904
0.2855	235.07394
0.2856	235.48822
0.2857	235.90187
0.2858	236.31485
0.2859	236.72712
0.286	237.13867
0.2861	237.54947
0.2862	237.95947
0.2863	238.36865
0.2864	238.77698
0.2865	239.18443
0.2866	239.59097
0.2867	239.99656
0.2868	240.40118
0.2869	240.80479
0.287	241.20736
0.2871	241.60886
0.2872	242.00925
0.2873	242.4085
0.2874	242.80659
0.2875	243.20347
0.2876	243.59912
0.2877	243.9935
0.2878	244.38657
0.2879	244.77831
0.288	245.16868
0.2881	245.55765
0.2882	245.94519
0.2883	246.33125
0.2884	246.71581
0.2885	247.09884
0.2886	247.48029
0.2887	247.86014
0.2888	248.23835
0.2889	248.61489
0.289	248.98972
0.2891	249.36281
0.2892	249.73413
0.2893	250.10364
0.2894	250.4713
0.2895	250.83709
0.2896	251.20097
0.2897	251.56291
0.2898	251.92287
0.2899	252.28082
0.29	252.63673
0.2901	252.99056
0.2902	253.34228
0.2903	253.69185
0.2904	254.03925
0.2905	254.38444
0.2906	254.72739
0.2907	255.06807
0.2908	255.40643
0.2909	255.74247
0.291	256.07613
0.2911	256.40739
0.2912	256.73621
0.2913	257.06258
0.2914	257.38645
0.2915	257.7078
0.2916	258.02659
0.2917	258.34279
0.2918	258.65639
0.2919	258.96734
0.292	259.27562
0.2921	259.5812
0.2922	259.88405
0.2923	260.18414
0.2924	260.48145
0.2925	260.77596
0.2926	261.06762
0.2927	261.35643
0.2928	261.64234
0.2929	261.92535
0.293	262.20542
0.2931	262.48253
0.2932	262.75665
0.2933	263.02777
0.2934	263.29586
0.2935	263.56089
0.2936	263.82286
0.2937	264.08173
0.2938	264.33749
0.2939	264.59012
0.294	264.8396
0.2941	265.08591
0.2942	265.32903
0.2943	265.56895
0.2944	265.80565
0.2945	266.03912
0.2946	266.26934
0.2947	266.49629
0.2948	266.71997
0.2949	266.94036
0.295	267.15745
0.2951	267.37123
0.2952	267.58169
0.2953	267.78882
0.2954	267.99261
0.2955	268.19305
0.2956	268.39013
0.2957	268.58386
0.2958	268.77423
0.2959	268.96122
0.296	269.14484
0.2961	269.32509
0.2962	269.50196
0.2963	269.67545
0.2964	269.84556
0.2965	270.0123
0.2966	270.17567
0.2967	270.33566
0.2968	270.49228
0.2969	270.64555
0.297	270.79545
0.2971	270.94201
0.2972	271.08522
0.2973	271.2251
0.2974	271.36166
0.2975	271.4949
0.2976	271.62485
0.2977	271.7515
0.2978	271.87488
0.2979	271.995
0.298	272.11187
0.2981	272.22551
0.2982	272.33595
0.2983	272.44319
0.2984	272.54726
0.2985	272.64818
0.2986	272.74597
0.2987	272.84065
0.2988	272.93225
0.2989	273.02079
0.299	273.1063
0.2991	273.1888
0.2992	273.26832
0.2993	273.34489
0.2994	273.41854
0.2995	273.4893
0.2996	273.5572
0.2997	273.62228
0.2998	273.68456
0.2999	273.74408
0.3	273.80088
0.3001	273.85499
0.3002	273.90645
0.3003	273.9553
0.3004	274.00157
0.3005	274.04531
0.3006	274.08655
0.3007	274.12534
0.3008	274.16172
0.3009	274.19573
0.301	274.22741
0.3011	274.25681
0.3012	274.28397
0.3013	274.30894
0.3014	274.33177
0.3015	274.3525
0.3016	274.37118
0.3017	274.38785
0.3018	274.40257
0.3019	274.41539
0.302	274.42635
0.3021	274.4355
0.3022	274.4429
0.3023	274.4486
0.3024	274.45264
0.3025	274.45508
0.3026	274.45598
0.3027	274.45537
0.3028	274.45333
0.3029	274.44989
0.303	274.44512
0.3031	274.43906
0.3032	274.43177
0.3033	274.4233
0.3034	274.41371
0.3035	274.40305
0.3036	274.39138
0.3037	274.37874
0.3038	274.36519
0.3039	274.35079
0.304	274.33558
0.3041	274.31963
0.3042	274.30298
0.3043	274.28569
0.3044	274.2678
0.3045	274.24937
0.3046	274.23046
0.3047	274.21111
0.3048	274.19138
0.3049	274.17131
0.305	274.15095
0.3051	274.13036
