dist	field
0.2632	154.71925
0.2633	154.99356
0.2634	155.26812
0.2635	155.54293
0.2636	155.81799
0.2637	156.0933
0.2638	156.36886
0.2639	156.64467
0.264	156.92074
0.2641	157.19706
0.2642	157.47363
0.2643	157.75047
0.2644	158.02756
0.2645	158.3049
0.2646	158.58251
0.2647	158.86038
0.2648	159.13851
0.2649	159.4169
0.265	159.69555
0.2651	159.97447
0.2652	160.25366
0.2653	160.53311
0.2654	160.81282
0.2655	161.09281
0.2656	161.37306
0.2657	161.65359
0.2658	161.93439
0.2659	162.21546
0.266	162.4968
0.2661	162.77842
0.2662	163.06032
0.2663	163.34249
0.2664	163.62494
0.2665	163.90767
0.2666	164.19068
0.2667	164.47397
0.2668	164.75755
0.2669	165.04141
0.267	165.32555
0.2671	165.60998
0.2672	165.8947
0.2673	166.1797
0.2674	166.465
0.2675	166.75058
0.2676	167.03646
0.2677	167.32263
0.2678	167.6091
0.2679	167.89586
0.268	168.18292
0.2681	168.47028
0.2682	168.75794
0.2683	169.04589
0.2684	169.33415
0.2685	169.62272
0.2686	169.91159
0.2687	170.20076
0.2688	170.49024
0.2689	170.78003
0.269	171.07013
0.2691	171.36054
0.2692	171.65126
0.2693	171.9423
0.2694	172.23365
0.2695	172.52532
0.2696	172.81731
0.2697	173.10961
0.2698	173.40224
0.2699	173.69519
0.27	173.98846
0.2701	174.28206
0.2702	174.57598
0.2703	174.87023
0.2704	175.16482
0.2705	175.45973
0.2706	175.75497
0.2707	176.05055
0.2708	176.34646
0.2709	176.64271
0.271	176.9393
0.2711	177.23623
0.2712	177.5335
0.2713	177.83111
0.2714	178.12907
0.2715	178.42738
0.2716	178.72603
0.2717	179.02503
0.2718	179.32438
0.2719	179.62408
0.272	179.92414
0.2721	180.22456
0.2722	180.52533
0.2723	180.82646
0.2724	181.12795
0.2725	181.4298
0.2726	181.73202
0.2727	182.03461
0.2728	182.33756
0.2729	182.64088
0.273	182.94458
0.2731	183.24864
0.2732	183.55308
0.2733	183.8579
0.2734	184.1631
0.2735	184.46868
0.2736	184.77464
0.2737	185.08098
0.2738	185.38771
0.2739	185.69483
0.274	186.00233
0.2741	186.31023
0.2742	186.61852
0.2743	186.92721
0.2744	187.2363
0.2745	187.54578
0.2746	187.85567
0.2747	188.16596
0.2748	188.47666
0.2749	188.78776
0.275	189.09927
0.2751	189.4112
0.2752	189.72354
0.2753	190.03629
0.2754	190.34947
0.2755	190.66306
0.2756	190.97708
0.2757	191.29152
0.2758	191.60639
0.2759	191.92168
0.276	192.23741
0.2761	192.55358
0.2762	192.87018
0.2763	193.18721
0.2764	193.50469
0.2765	193.82261
0.2766	194.14098
0.2767	194.45979
0.2768	194.77906
0.2769	195.09878
0.277	195.41895
0.2771	195.73958
0.2772	196.06067
0.2773	196.38222
0.2774	196.70424
0.2775	197.02673
0.2776	197.34968
0.2777	197.67311
0.2778	197.99702
0.2779	198.3214
0.278	198.64626
0.2781	198.97161
0.2782	199.29744
0.2783	199.62377
0.2784	199.95058
0.2785	200.27789
0.2786	200.6057
0.2787	200.934
0.2788	201.26281
0.2789	201.59213
0.279	201.92196
0.2791	202.2523
0.2792	202.58315
0.2793	202.91452
0.2794	203.24641
0.2795	203.57883
0.2796	203.91177
0.2797	204.24525
0.2798	204.57926
0.2799	204.9138
0.28	205.24889
0.2801	205.58452
0.2802	205.92069
0.2803	206.25742
0.2804	206.5947
0.2805	206.93253
0.2806	207.27093
0.2807	207.60989
0.2808	207.94941
0.2809	208.28951
0.281	208.63018
0.2811	208.97143
0.2812	209.31327
0.2813	209.65568
0.2814	209.99869
0.2815	210.34229
0.2816	210.68648
0.2817	211.03128
0.2818	211.37668
0.2819	211.72268
0.282	212.0693
0.2821	212.41654
0.2822	212.7644
0.2823	213.11288
0.2824	213.46199
0.2825	213.81173
0.2826	214.16211
0.2827	214.51312
0.2828	214.86479
0.2829	215.2171
0.283	215.57007
0.2831	215.9237
0.2832	216.27799
0.2833	216.63295
0.2834	216.98858
0.2835	217.34488
0.2836	217.70187
0.2837	218.05955
0.2838	218.41791
0.2839	218.77697
0.284	219.13674
0.2841	219.4972
0.2842	219.85838
0.2843	220.22028
0.2844	220.5829
0.2845	220.94624
0.2846	221.31032
0.2847	221.67513
0.2848	222.04068
0.2849	222.40698
0.285	222.77404
0.2851	223.14186
0.2852	223.51044
0.2853	223.87979
0.2854	224.24991
0.2855	224.62082
0.2856	224.99252
0.2857	225.36501
0.2858	225.7383
0.2859	226.1124
0.286	226.48731
0.2861	226.86304
0.2862	227.2396
0.2863	227.61699
0.2864	227.99521
0.2865	228.37428
0.2866	228.75421
0.2867	229.13499
0.2868	229.51664
0.2869	229.89916
0.287	230.28256
0.2871	230.66684
0.2872	231.05203
0.2873	231.43811
0.2874	231.8251
0.2875	232.21301
0.2876	232.60185
0.2877	232.99161
0.2878	233.38232
0.2879	233.77397
0.288	234.16659
0.2881	234.56016
0.2882	234.95471
0.2883	235.35024
0.2884	235.74677
0.2885	236.14429
0.2886	236.54281
0.2887	236.94236
0.2888	237.34293
0.2889	237.74454
0.289	238.14719
0.2891	238.55089
0.2892	238.95566
0.2893	239.3615
0.2894	239.76843
0.2895	240.17645
0.2896	240.58557
0.2897	240.99581
0.2898	241.40717
0.2899	241.81967
0.29	242.23331
0.2901	242.64811
0.2902	243.06409
0.2903	243.48124
0.2904	243.89958
0.2905	244.31913
0.2906	244.73989
0.2907	245.16188
0.2908	245.58511
0.2909	246.0096
0.291	246.43535
0.2911	246.86238
0.2912	247.2907
0.2913	247.72033
0.2914	248.15128
0.2915	248.58356
0.2916	249.01718
0.2917	249.45217
0.2918	249.88854
0.2919	250.3263
0.292	250.76546
0.2921	251.20605
0.2922	251.64807
0.2923	252.09155
0.2924	252.5365
0.2925	252.98294
0.2926	253.43088
0.2927	253.88034
0.2928	254.33134
0.2929	254.7839
0.293	255.23803
0.2931	255.69376
0.2932	256.1511
0.2933	256.61007
0.2934	257.0707
0.2935	257.53299
0.2936	257.99698
0.2937	258.46268
0.2938	258.93012
0.2939	259.39931
0.294	259.87028
0.2941	260.34306
0.2942	260.81766
0.2943	261.2941
0.2944	261.77243
0.2945	262.25264
0.2946	262.73479
0.2947	263.21888
0.2948	263.70494
0.2949	264.19301
0.295	264.68311
0.2951	265.17526
0.2952	265.66951
0.2953	266.16587
0.2954	266.66437
0.2955	267.16506
0.2956	267.66795
0.2957	268.17308
0.2958	268.68049
0.2959	269.19021
0.296	269.70228
0.2961	270.21672
0.2962	270.73358
0.2963	271.2529
0.2964	271.7747
0.2965	272.29904
0.2966	272.82596
0.2967	273.35548
0.2968	273.88767
0.2969	274.42256
0.297	274.96019
0.2971	275.50062
0.2972	276.04388
0.2973	276.59004
0.2974	277.13914
0.2975	277.69123
0.2976	278.24636
0.2977	278.8046
0.2978	279.366
0.2979	279.93061
0.298	280.4985
0.2981	281.06972
0.2982	281.64435
0.2983	282.22245
0.2984	282.80409
0.2985	283.38933
0.2986	283.97825
0.2987	284.57093
0.2988	285.16744
0.2989	285.76787
0.299	286.37229
0.2991	286.9808
0.2992	287.59348
0.2993	288.21043
0.2994	288.83174
0.2995	289.45751
0.2996	290.08785
0.2997	290.72286
0.2998	291.36265
0.2999	292.00734
0.3	292.65706
0.3001	293.31192
0.3002	293.97207
0.3003	294.63763
0.3004	295.30874
0.3005	295.98557
0.3006	296.66826
0.3007	297.35697
0.3008	298.05189
0.3009	298.75317
0.301	299.46103
0.3011	300.17564
0.3012	300.89721
0.3013	301.62597
0.3014	302.36214
0.3015	303.10596
0.3016	303.85769
0.3017	304.61759
0.3018	305.38594
0.3019	306.16306
0.302	306.94924
0.3021	307.74484
0.3022	308.55021
0.3023	309.36573
0.3024	310.19181
0.3025	311.02887
0.3026	311.8774
0.3027	312.73788
0.3028	313.61085
0.3029	314.49688
0.303	315.39661
0.3031	316.31068
0.3032	317.23984
0.3033	318.18488
0.3034	319.14664
0.3035	320.12609
0.3036	321.12423
0.3037	322.14222
0.3038	323.1813
0.3039	324.24287
0.304	325.32846
0.3041	326.43982
0.3042	327.57888
0.3043	328.74786
0.3044	329.94926
0.3045	331.18596
0.3046	332.46128
0.3047	333.77911
0.3048	335.144
0.3049	336.56139
0.305	338.03783
0.3051	339.58135
